hsa:440034	DKFZp686K1684; uncharacterized LOC440034
hsa:2086	ERV3-1, ERV-R, ERV3, ERVR, HERV-R, HERVR, envR; endogenous retrovirus group 3, member 1
hsa:83861	RSPH3, RSHL2, RSP3, dJ111C20.1; radial spoke 3 homolog (Chlamydomonas)
hsa:256302	NATD1, C17orf103, Gtlf3b; N-acetyltransferase domain containing 1; K06975
hsa:100271846	ERVV-2, ENVV2, HERV-V2; endogenous retrovirus group V, member 2
hsa:440574	MINOS1, C1orf151, MIO10; mitochondrial inner membrane organizing system 1; K17784 mitochondrial inner membrane organizing system protein 1
hsa:84303	CHCHD6, CHCM1, PPP1R23; coiled-coil-helix-coiled-coil-helix domain containing 6; K17564 coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial
hsa:166	AES, AES-1, AES-2, ESP1, GRG, GRG5, Grg-5, TLE5; amino-terminal enhancer of split
hsa:51236	HGH1, BRP16, BRP16L, C8orf30A, C8orf30B, FAM203A, FAM203B; HGH1 homolog (S. cerevisiae)
hsa:51334	PRR16, DSC54, LARGEN; proline rich 16
hsa:114049	WBSCR22, HASJ4442, HUSSY-3, MERM1, PP3381, WBMT; Williams Beuren syndrome chromosome region 22
hsa:29105	CFAP20, C16orf80, EVORF, GTL3, fSAP23; cilia and flagella associated protein 20
hsa:147664	ERVV-1, ENVV1, ERVV-2, HERV-V1; endogenous retrovirus group V, member 1
hsa:4697	NDUFA4, CI-9k, CI-MLRQ, MLRQ; NDUFA4, mitochondrial complex associated (EC:1.6.5.3 1.6.99.3); K03948 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4
hsa:25950	RWDD3, RSUME; RWD domain containing 3
hsa:56937	PMEPA1, STAG1, TMEPAI; prostate transmembrane protein, androgen induced 1
hsa:139322	APOOL, CXorf33, FAM121A, UNQ8193; apolipoprotein O-like
hsa:84766	CRACR2A, EFCAB4B; calcium release activated channel regulator 2A; K17199 Ras and EF-hand domain-containing protein
hsa:10989	IMMT, HMP, MINOS2, P87, P87/89, P89, PIG52; inner membrane protein, mitochondrial; K17785 mitofilin
hsa:2687	GGT5, GGL, GGT_5, GGT-REL, GGTLA1; gamma-glutamyltransferase 5 (EC:2.3.2.2 3.4.19.13 3.4.19.14); K18592 gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase [EC:2.3.2.2 3.4.19.13 3.4.19.14]
hsa:51504	TRMT112, HSPC152, HSPC170, TRM112, TRMT11-2; tRNA methyltransferase 11-2 homolog (S. cerevisiae); K15448 multifunctional methyltransferase subunit TRM112
hsa:59344	ALOXE3, ARCI3, E-LOX, eLOX-3, eLOX3; arachidonate lipoxygenase 3 (EC:5.4.4.7 4.2.1.152); K18684 hydroperoxy icosatetraenoate dehydratase/isomerase [EC:4.2.1.152 5.4.4.7]
hsa:7091	TLE4, BCE-1, BCE1, E(spI), ESG, ESG4, GRG4, Grg-4; transducin-like enhancer of split 4
hsa:729877	TBC1D3H; TBC1 domain family, member 3H
hsa:9997	SCO2, CEMCOX1, MYP6, SCO1L; SCO2 cytochrome c oxidase assembly protein; K07152 protein SCO1/2
hsa:101060301	HNRNPCL4; heterogeneous nuclear ribonucleoprotein C-like 4
hsa:3752	KCND3, KCND3L, KCND3S, KSHIVB, KV4.3, SCA19, SCA22; potassium voltage-gated channel, Shal-related subfamily, member 3; K04893 potassium voltage-gated channel Shal-related subfamily D member 3
hsa:64129	TINAGL1, ARG1, LCN7, LIECG3, TINAGRP; tubulointerstitial nephritis antigen-like 1
hsa:57817	HAMP, HEPC, HFE2B, LEAP1, PLTR; hepcidin antimicrobial peptide
hsa:104326055	APOA1-AS; APOA1 antisense RNA
hsa:101929074	PIK3CD-AS2; PIK3CD antisense RNA 2
hsa:101928555	LINC01537; long intergenic non-protein coding RNA 1537
hsa:101928770	LINC01526, Lnc-FAM46A-1; long intergenic non-protein coding RNA 1526
hsa:104326058	SMAD1-AS1; SMAD1 antisense RNA 1
hsa:3745	KCNB1, DRK1, EIEE26, KV2.1, h-DRK1; potassium voltage-gated channel, Shab-related subfamily, member 1; K04885 potassium voltage-gated channel Shab-related subfamily B member 1
hsa:1654	DDX3X, CAP-Rf, DBX, DDX14, DDX3, HLP2; DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked (EC:3.6.4.13); K11594 ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]
hsa:4313	MMP2, CLG4, CLG4A, MMP-2, MMP-II, MONA, TBE-1; matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase) (EC:3.4.24.24); K01398 matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]
hsa:140596	DEFB104A, BD-4, DEFB-4, DEFB104, DEFB4, hBD-4; defensin, beta 104A
hsa:104355136	LINC01033; long intergenic non-protein coding RNA 1033
hsa:104355140	LINC00375; long intergenic non-protein coding RNA 375
hsa:104355135	LINC00431; long intergenic non-protein coding RNA 431
hsa:104355141	LINC01143; long intergenic non-protein coding RNA 1143
hsa:104326193	DLX2-AS1, TCONS_00003049; DLX2 antisense RNA 1 (head to head)
hsa:104355139	LINC01397; long intergenic non-protein coding RNA 1397
hsa:104355143	TXNDC12-AS1; TXNDC12 antisense RNA 1
hsa:104326191	LINC01336; long intergenic non-protein coding RNA 1336
hsa:104355138	LINC01162; long intergenic non-protein coding RNA 1162
hsa:285194	TUSC7, LINC00902, LSAMP-AS1, LSAMP-AS3, LSAMPAS3, NCRNA00295; tumor suppressor candidate 7 (non-protein coding)
hsa:104355145	NCOA7-AS1; NCOA7 antisense RNA 1
hsa:104326190	LINC01309, TCONS_l2_00007459; long intergenic non-protein coding RNA 1309
hsa:104326189	LMO7DN-IT1, C13orf45-IT1, TCONS_00021569; LMO7DN intronic transcript 1
hsa:104355137	LINC01072; long intergenic non-protein coding RNA 1072
hsa:104326188	LINC01202; long intergenic non-protein coding RNA 1202
hsa:401563	C9orf139; chromosome 9 open reading frame 139
hsa:286122	C8orf31; chromosome 8 open reading frame 31
hsa:285941	C7orf71; chromosome 7 open reading frame 71
hsa:8653	DDX3Y, DBY; DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked (EC:3.6.4.13); K17642 ATP-dependent RNA helicase DDX3Y [EC:3.6.4.13]
hsa:80099	C7orf69; chromosome 7 open reading frame 69
hsa:14	AAMP; angio-associated, migratory cell protein
hsa:35	ACADS, ACAD3, SCAD; acyl-CoA dehydrogenase, C-2 to C-3 short chain (EC:1.3.8.1); K00248 butyryl-CoA dehydrogenase [EC:1.3.8.1]
hsa:6036	RNASE2, EDN, RAF3, RNS2; ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin) (EC:3.1.27.5); K01168 pancreatic ribonuclease [EC:3.1.27.5]
hsa:6037	RNASE3, ECP, RNS3; ribonuclease, RNase A family, 3 (EC:3.1.27.-); K10787 eosinophil cationic protein [EC:3.1.27.-]
hsa:3151	HMGN2, HMG17; high mobility group nucleosomal binding domain 2; K11300 high-mobility group nucleosome-binding domain-containing protein 2
hsa:245909	DEFB106A, BD-6, DEFB-6, DEFB106; defensin, beta 106A
hsa:503841	DEFB106B, BD-6, DEFB-6; defensin, beta 106B
hsa:122665	RNASE8; ribonuclease, RNase A family, 8; K01172 ribonuclease 6/7/8 [EC:3.1.27.-]
hsa:104355149	LINC01039; long intergenic non-protein coding RNA 1039
hsa:104355289	LINC01324; long intergenic non-protein coding RNA 1324
hsa:104355291	LINC01392; long intergenic non-protein coding RNA 1392
hsa:104355285	LINC01256, TCONS_l2_00021715; long intergenic non-protein coding RNA 1256
hsa:104355294	LINC01386; long intergenic non-protein coding RNA 1386
hsa:104355290	MIR217HG, MIR216AHG, MIR216BHG; MIR217 host gene (non-protein coding)
hsa:104355288	LINC01320; long intergenic non-protein coding RNA 1320
hsa:104355292	LINC01525, lnc-MAN1A2-1; long intergenic non-protein coding RNA 1525
hsa:104355147	LINC00428; long intergenic non-protein coding RNA 428
hsa:104355286	LINC01307; long intergenic non-protein coding RNA 1307
hsa:104355287	LINC01317; long intergenic non-protein coding RNA 1317
hsa:104355293	LINC00376; long intergenic non-protein coding RNA 376
hsa:104355151	PWRN4, LINC01084; Prader-Willi region non-protein coding RNA 4
hsa:104355150	LINC01054; long intergenic non-protein coding RNA 1054
hsa:104355218	LINC01177; long intergenic non-protein coding RNA 1177
hsa:154907	C7orf66; chromosome 7 open reading frame 66
hsa:3958	LGALS3, CBP35, GAL3, GALBP, GALIG, L31, LGALS2, MAC2; lectin, galactoside-binding, soluble, 3; K06831 galectin-3
hsa:29070	CCDC113; coiled-coil domain containing 113
hsa:55789	DEPDC1B, BRCC3, XTP1; DEP domain containing 1B
hsa:51463	GPR89B, GPHR, GPR89, GPR89C, SH120, UNQ192; G protein-coupled receptor 89B
hsa:136895	C7orf31; chromosome 7 open reading frame 31
hsa:245910	DEFB107A, BD-7, DEFB-7, DEFB107; defensin, beta 107A
hsa:503614	DEFB107B, HsT21816; defensin, beta 107B
hsa:4922	NTS, NMN-125, NN, NT, NT/N, NTS1; neurotensin; K05235 neurotensin
hsa:97	ACYP1, ACYPE; acylphosphatase 1, erythrocyte (common) type (EC:3.6.1.7); K01512 acylphosphatase [EC:3.6.1.7]
hsa:4852	NPY, PYY4; neuropeptide Y; K05232 neuropeptide Y
hsa:1659	DHX8, DDX8, HRH1, PRP22, PRPF22; DEAH (Asp-Glu-Ala-His) box polypeptide 8 (EC:3.6.4.13); K12818 ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
hsa:104355152	LINC01090; long intergenic non-protein coding RNA 1090
hsa:104355296	SCEL-AS1; SCEL antisense RNA 1
hsa:104355295	SGMS1-AS1; SGMS1 antisense RNA 1
hsa:104355297	ABCA9-AS1; ABCA9 antisense RNA 1
hsa:104355220	LINC01219; long intergenic non-protein coding RNA 1219
hsa:220979	C10orf25; chromosome 10 open reading frame 25
hsa:23408	SIRT5, SIR2L5; sirtuin 5; K11415 NAD-dependent deacetylase sirtuin 5 [EC:3.5.1.-]
hsa:91543	RSAD2, 2510004L01Rik, cig33, cig5, vig1; radical S-adenosyl methionine domain containing 2; K15045 radical S-adenosyl methionine domain-containing protein 2
hsa:51493	RTCB, C22orf28, DJ149A16.6, FAAP; RNA 2',3'-cyclic phosphate and 5'-OH ligase (EC:6.5.1.3); K14415 tRNA-splicing ligase RtcB [EC:6.5.1.3]
hsa:158056	MAMDC4, AEGP; MAM domain containing 4
hsa:439	ASNA1, ARSA-I, ARSA1, ASNA-I, GET3, TRC40, hASNA-I; arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) (EC:3.6.3.16); K01551 arsenite-transporting ATPase [EC:3.6.3.16]
hsa:9057	SLC7A6, LAT-2, LAT3, y+LAT-2; solute carrier family 7 (amino acid transporter light chain, y+L system), member 6; K13872 solute carrier family 7 (L-type amino acid transporter), member 6
hsa:79969	ATAT1, C6orf134, MEC17, Nbla00487, TAT; alpha tubulin acetyltransferase 1 (EC:2.3.1.108)
hsa:79650	USB1, C16orf57, HVSL1, Mpn1, PN, hUsb1; U6 snRNA biogenesis 1
hsa:10011	SRA1, SRA, SRAP, STRAA1, pp7684; steroid receptor RNA activator 1
hsa:729246	PRR20D; proline rich 20D
hsa:9113	LATS1, WARTS, wts; large tumor suppressor kinase 1 (EC:2.7.11.1); K08791 serine/threonine-protein kinase LATS1/2 [EC:2.7.11.1]
hsa:27161	AGO2, EIF2C2, Q10; argonaute RISC catalytic component 2 (EC:3.1.26.n2); K11593 eukaryotic translation initiation factor 2C
hsa:431705	ASTL, SAS1B; astacin-like metallo-endopeptidase (M12 family) (EC:3.4.24.21); K08778 astacin-like metalloendopeptidase [EC:3.4.-.-]
hsa:55035	NOL8, C9orf34, NOP132, bA62C3.3, bA62C3.4; nucleolar protein 8
hsa:50488	MINK1, B55, MAP4K6, MINK, YSK2, ZC3, hMINK, hMINKbeta; misshapen-like kinase 1 (EC:2.7.11.1); K04413 misshapen/NIK-related kinase [EC:2.7.11.1]
hsa:28951	TRIB2, C5FW, GS3955, TRB2; tribbles pseudokinase 2; K08814 tribbles [EC:2.7.11.-]
hsa:27352	SGSM3, MAP, RABGAP5, RUSC3, RUTBC3, RabGAP-5, rabGAPLP; small G protein signaling modulator 3
hsa:56253	CRTAM, CD355; cytotoxic and regulatory T cell molecule; K16361 cytotoxic and regulatory T-cell molecule
hsa:55034	MOCOS, HMCS, MCS, MOS; molybdenum cofactor sulfurase (EC:2.8.1.9); K15631 molybdenum cofactor sulfurtransferase [EC:2.8.1.9]
hsa:8819	SAP30; Sin3A-associated protein, 30kDa; K19202 histone deacetylase complex subunit SAP30
hsa:8564	KMO, dJ317G22.1; kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) (EC:1.14.13.9); K00486 kynurenine 3-monooxygenase [EC:1.14.13.9]
hsa:85476	GFM1, COXPD1, EFG, EFG1, EFGM, EGF1, GFM, hEFG1; G elongation factor, mitochondrial 1; K02355 elongation factor G
hsa:147495	APCDD1, B7323, DRAPC1, HHS, HTS, HYPT1; adenomatosis polyposis coli down-regulated 1
hsa:23741	EID1, C15orf3, CRI1, EID-1, IRO45620, PTD014, RBP21; EP300 interacting inhibitor of differentiation 1
hsa:374946	DRAXIN, AGPA3119, C1orf187, UNQ3119, neucrin; dorsal inhibitory axon guidance protein
hsa:23173	METAP1, MAP1A, MetAP1A; methionyl aminopeptidase 1 (EC:3.4.11.18); K01265 methionyl aminopeptidase [EC:3.4.11.18]
hsa:92667	MGME1, C20orf72, DDK1, MTDPS11, bA504H3.4; mitochondrial genome maintenance exonuclease 1
hsa:93663	ARHGAP18, MacGAP, SENEX, bA307O14.2; Rho GTPase activating protein 18
hsa:10670	RRAGA, FIP-1, FIP1, RAGA; Ras-related GTP binding A; K16185 Ras-related GTP-binding protein A/B
hsa:26999	CYFIP2, PIR121; cytoplasmic FMR1 interacting protein 2; K05749 cytoplasmic FMR1 interacting protein
hsa:129563	DIS3L2, FAM6A, PRLMNS, hDIS3L2; DIS3 like 3'-5' exoribonuclease 2; K18758 DIS3-like exonuclease 2 [EC:3.1.13.-]
hsa:25942	SIN3A; SIN3 transcription regulator family member A; K11644 paired amphipathic helix protein Sin3a
hsa:79858	NEK11; NIMA-related kinase 11 (EC:2.7.11.1); K08857 NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1]
hsa:10580	SORBS1, CAP, FLAF2, R85FL, SH3D5, SH3P12, SORB1; sorbin and SH3 domain containing 1; K06086 sorbin and SH3 domain containing 1
hsa:729240	PRR20C; proline rich 20C
hsa:8852	AKAP4, AKAP_82, AKAP-4, AKAP82, CT99, FSC1, HI, PRKA4, hAKAP82, p82; A kinase (PRKA) anchor protein 4; K16521 A-kinase anchor protein 4
hsa:3614	IMPDH1, IMPD, IMPD1, LCA11, RP10, sWSS2608; IMP (inosine 5'-monophosphate) dehydrogenase 1 (EC:1.1.1.205); K00088 IMP dehydrogenase [EC:1.1.1.205]
hsa:253260	RICTOR, AVO3, PIA, hAVO3; RPTOR independent companion of MTOR, complex 2; K08267 rapamycin-insensitive companion of mTOR
hsa:9027	NAT8, ATase2, CCNAT, CML1, GLA, Hcml1, TSC501, TSC510; N-acetyltransferase 8 (GCN5-related, putative) (EC:2.3.1.80)
hsa:9943	OXSR1, OSR1; oxidative stress responsive 1 (EC:2.7.11.1); K08835 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
hsa:83475	DOHH, HLRC1, hDOHH; deoxyhypusine hydroxylase/monooxygenase (EC:1.14.99.29); K06072 deoxyhypusine monooxygenase [EC:1.14.99.29]
hsa:10657	KHDRBS1, Sam68, p62, p68; KH domain containing, RNA binding, signal transduction associated 1; K13198 KH domain-containing, RNA-binding, signal transduction-associated protein 1
hsa:91624	NEXN, CMH20, NELIN; nexilin (F actin binding protein)
hsa:84335	AKT1S1, Lobe, PRAS40; AKT1 substrate 1 (proline-rich); K16184 proline-rich AKT1 substrate 1
hsa:29115	SAP30BP, HCNGP, HTRG, HTRP; SAP30 binding protein
hsa:54676	GTPBP2; GTP binding protein 2
hsa:9361	LONP1, LON, LONP, LonHS, PIM1, PRSS15, hLON; lon peptidase 1, mitochondrial; K08675 Lon-like ATP-dependent protease [EC:3.4.21.-]
hsa:10635	RAD51AP1, PIR51; RAD51 associated protein 1
hsa:9940	DLEC1, CFAP81, DLC1, F56; deleted in lung and esophageal cancer 1
hsa:284129	SLC26A11; solute carrier family 26 (anion exchanger), member 11; K14708 solute carrier family 26 (sodium-independent sulfate anion transporter), member 11
hsa:54908	SPDL1, CCDC99; spindle apparatus coiled-coil protein 1
hsa:4296	MAP3K11, MEKK11, MLK-3, MLK3, PTK1, SPRK; mitogen-activated protein kinase kinase kinase 11 (EC:2.7.11.25); K04419 mitogen-activated protein kinase kinase kinase 11 [EC:2.7.11.25]
hsa:10523	CHERP, DAN16, SCAF6, SRA1; calcium homeostasis endoplasmic reticulum protein; K12841 calcium homeostasis endoplasmic reticulum protein
hsa:127343	DMBX1, MBX, OTX3, PAXB; diencephalon/mesencephalon homeobox 1
hsa:6621	SNAPC4, PTFalpha, SNAP190; small nuclear RNA activating complex, polypeptide 4, 190kDa; K09453 snRNA-activating protein complex subunit 4
hsa:4892	NRAP, N-RAP; nebulin-related anchoring protein
hsa:26586	CKAP2, LB1, TMAP, se20-10; cytoskeleton associated protein 2; K16769 cytoskeleton-associated protein 2
hsa:8668	EIF3I, EIF3S2, PRO2242, TRIP-1, TRIP1, eIF3-beta, eIF3-p36; eukaryotic translation initiation factor 3, subunit I; K03246 translation initiation factor 3 subunit I
hsa:130399	ACVR1C, ACVRLK7, ALK7; activin A receptor, type IC (EC:2.7.11.30); K13568 activin receptor type-1C [EC:2.7.11.30]
hsa:374907	B3GNT8, B3GALT7, BGALT15, beta3Gn-T8; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8; K09665 beta-1,3-N-acetylglucosaminyltransferase 8 [EC:2.4.1.-]
hsa:10480	EIF3M, B5, PCID1, TANGO7, hfl-B5; eukaryotic translation initiation factor 3, subunit M (EC:3.6.5.3); K15030 translation initiation factor 3 subunit M
hsa:3615	IMPDH2, IMPD2, IMPDH-II; IMP (inosine 5'-monophosphate) dehydrogenase 2 (EC:1.1.1.205); K00088 IMP dehydrogenase [EC:1.1.1.205]
hsa:197257	LDHD, DLD; lactate dehydrogenase D (EC:1.1.2.4); K00102 D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
hsa:387521	TMEM189, KUA; transmembrane protein 189; K10704 ubiquitin-conjugating enzyme E2 variant
hsa:54899	PXK, MONaKA; PX domain containing serine/threonine kinase; K17543 PX domain-containing protein kinase-like protein
hsa:9055	PRC1, ASE1; protein regulator of cytokinesis 1; K16732 protein regulator of cytokinesis 1
hsa:255061	TAC4, EK, HK-1, HK1, PPT-C; tachykinin 4 (hemokinin); K05241 tachykinin 4
hsa:56943	ENY2, e(y)2; enhancer of yellow 2 homolog (Drosophila); K11368 enhancer of yellow 2 transcription factor
hsa:29850	TRPM5, LTRPC5, MTR1; transient receptor potential cation channel, subfamily M, member 5; K04980 transient receptor potential cation channel subfamily M member 5
hsa:29895	MYLPF, HUMMLC2B, MRLC2, MYL11; myosin light chain, phosphorylatable, fast skeletal muscle; K12758 fast skeletal myosin light chain 2
hsa:8662	EIF3B, EIF3-ETA, EIF3-P110, EIF3-P116, EIF3S9, PRT1; eukaryotic translation initiation factor 3, subunit B; K03253 translation initiation factor 3 subunit B
hsa:60488	MRPS35, MDS023, MRP-S28, MRPS28; mitochondrial ribosomal protein S35; K17413 small subunit ribosomal protein S35
hsa:353288	KRT26, CK26, K25IRS2, K26, KRT25B; keratin 26; K07604 type I keratin, acidic
hsa:2081	ERN1, IRE1, IRE1P, IRE1a, hIRE1p; endoplasmic reticulum to nucleus signaling 1 (EC:2.7.11.1); K08852 serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]
hsa:100507436	MICA, MIC-A, PERB11.1; MHC class I polypeptide-related sequence A; K07985 MHC class I-related protein
hsa:149685	ADIG, SMAF1; adipogenin
hsa:51074	APIP, APIP2, CGI29, MMRP19, hAPIP; APAF1 interacting protein (EC:4.2.1.109); K08964 methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
hsa:253461	ZBTB38, CIBZ, PPP1R171, ZNF921; zinc finger and BTB domain containing 38; K10510 zinc finger and BTB domain-containing protein 38
hsa:79691	QTRTD1; queuine tRNA-ribosyltransferase domain containing 1 (EC:2.4.2.29); K15407 queuine tRNA-ribosyltransferase subunit QTRTD1 [EC:2.4.2.29]
hsa:80325	ABTB1, BPOZ, BTB3, BTBD21, EF1ABP; ankyrin repeat and BTB (POZ) domain containing 1; K10520 ankyrin repeat and BTB/POZ domain-containing protein 1
hsa:65997	RASL11B; RAS-like, family 11, member B; K07853 Ras-like protein family member 11B
hsa:115111	SLC26A7, SUT2; solute carrier family 26 (anion exchanger), member 7; K13962 solute carrier family 26 (anion exchange transporter), member 7
hsa:91977	MYOZ3, CS-3, CS3, FRP3; myozenin 3
hsa:375035	SFT2D2, UNQ512, dJ747L4.C1.2; SFT2 domain containing 2
hsa:6999	TDO2, TDO, TO, TPH2, TRPO; tryptophan 2,3-dioxygenase (EC:1.13.11.11); K00453 tryptophan 2,3-dioxygenase [EC:1.13.11.11]
hsa:8924	HERC2, D15F37S1, MRT38, SHEP1, jdf2, p528; HECT and RLD domain containing E3 ubiquitin protein ligase 2; K10595 E3 ubiquitin-protein ligase HERC2 [EC:6.3.2.19]
hsa:8436	SDPR, CAVIN2, PS-p68, SDR, cavin-2; serum deprivation response
hsa:282974	STK32C, PKE, YANK3; serine/threonine kinase 32C (EC:2.7.11.1); K08793 serine/threonine kinase 32 [EC:2.7.11.1]
hsa:8661	EIF3A, EIF3, EIF3S10, P167, TIF32, eIF3-p170, eIF3-theta, p180, p185; eukaryotic translation initiation factor 3, subunit A; K03254 translation initiation factor 3 subunit A
hsa:11329	STK38, NDR, NDR1; serine/threonine kinase 38 (EC:2.7.11.1); K08790 serine/threonine kinase 38 [EC:2.7.11.1]
hsa:84570	COL25A1, AMY, CLAC, CLAC-P, CLACP; collagen, type XXV, alpha 1
hsa:148979	GLIS1; GLIS family zinc finger 1; K09232 zinc finger protein GLIS1/3
hsa:51727	CMPK1, CK, CMK, CMPK, UMK, UMP-CMPK, UMPK; cytidine monophosphate (UMP-CMP) kinase 1, cytosolic (EC:2.7.4.6 2.7.4.14); K13800 UMP-CMP kinase [EC:2.7.4.- 2.7.4.14]
hsa:4234	METTL1, C12orf1, TRM8, TRMT8, YDL201w; methyltransferase like 1 (EC:2.1.1.33); K03439 tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
hsa:387601	SLC22A25, HIMTP, UST6; solute carrier family 22, member 25; K08206 MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 9/10/19/24/25
hsa:57019	CIAPIN1, 2810413N20Rik, Anamorsin, DRE2, PRO0915; cytokine induced apoptosis inhibitor 1
hsa:9578	CDC42BPB, MRCKB; CDC42 binding protein kinase beta (DMPK-like) (EC:2.7.11.1); K16307 serine/threonine-protein kinase MRCK [EC:2.7.11.1]
hsa:389136	VGLL3, VGL-3, VGL3; vestigial-like family member 3
hsa:27158	NDOR1, NR1, bA350O14.9; NADPH dependent diflavin oxidoreductase 1 (EC:1.6.-.-)
hsa:23237	ARC, Arg3.1; activity-regulated cytoskeleton-associated protein; K15867 activity-regulated cytoskeleton-associated protein
hsa:55739	CARKD, LP3298; carbohydrate kinase domain containing (EC:4.2.1.93); K17757 ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93]
hsa:9910	RABGAP1L, HHL, TBC1D18; RAB GTPase activating protein 1-like
hsa:497189	TIFAB; TRAF-interacting protein with forkhead-associated domain, family member B
hsa:4308	TRPM1, CSNB1C, LTRPC1, MLSN1; transient receptor potential cation channel, subfamily M, member 1; K04976 transient receptor potential cation channel subfamily M member 1
hsa:55278	QRSL1, GatA; glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 (EC:6.3.5.7); K02433 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
hsa:27304	MOCS3, UBA4; molybdenum cofactor synthesis 3 (EC:2.7.7.80 2.8.1.11); K11996 adenylyltransferase and sulfurtransferase
hsa:57835	SLC4A5, NBC4; solute carrier family 4 (sodium bicarbonate cotransporter), member 5; K13857 solute carrier family 4 (sodium bicarbonate cotransporter), member 5
hsa:9391	CIAO1, CIA1, WDR39; cytosolic iron-sulfur assembly component 1
hsa:3127	HLA-DRB5, HLA-DRB; major histocompatibility complex, class II, DR beta 5; K06752 major histocompatibility complex, class II
hsa:26524	LATS2, KPM; large tumor suppressor kinase 2 (EC:2.7.11.1); K08791 serine/threonine-protein kinase LATS1/2 [EC:2.7.11.1]
hsa:56897	WRNIP1, WHIP, bA420G6.2; Werner helicase interacting protein 1 (EC:3.6.1.3); K07478 putative ATPase
hsa:117246	FTSJ3, EPCS3, SPB1; FtsJ homolog 3 (E. coli) (EC:2.1.1.-); K14857 AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-]
hsa:8567	MADD, DENN, IG20, RAB3GEP; MAP-kinase activating death domain
hsa:10553	HTATIP2, CC3, SDR44U1, TIP30; HIV-1 Tat interactive protein 2, 30kDa (EC:1.1.1.-); K17290 oxidoreductase [EC:1.1.1.-]
hsa:8663	EIF3C, EIF3CL, EIF3S8, eIF3-p110; eukaryotic translation initiation factor 3, subunit C; K03252 translation initiation factor 3 subunit C
hsa:55576	STAB2, FEEL2, FELE-2, FELL2, FEX2, HARE; stabilin 2; K19013 stabilin-2
hsa:114112	TXNRD3, TGR, TR2, TRXR3; thioredoxin reductase 3 (EC:1.8.1.9); K00384 thioredoxin reductase (NADPH) [EC:1.8.1.9]
hsa:8667	EIF3H, EIF3S3, eIF3-gamma, eIF3-p40; eukaryotic translation initiation factor 3, subunit H; K03247 translation initiation factor 3 subunit H
hsa:23498	HAAO, 3-HAO, HAO; 3-hydroxyanthranilate 3,4-dioxygenase (EC:1.13.11.6); K00452 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]
hsa:140767	NRSN1, VMP, p24; neurensin 1
hsa:23373	CRTC1, MECT1, TORC-1, TORC1, WAMTP1; CREB regulated transcription coactivator 1; K15309 CREB-regulated transcription coactivator 1
hsa:10101	NUBP2, CFD1, NBP_2, NUBP1; nucleotide binding protein 2
hsa:11258	DCTN3, DCTN-22, DCTN22; dynactin 3 (p22); K10425 dynactin 3
hsa:51065	RPS27L; ribosomal protein S27-like; K02978 small subunit ribosomal protein S27e
hsa:29969	MDFIC, HIC; MyoD family inhibitor domain containing
hsa:55819	RNF130, G1RZFP, GOLIATH, GP; ring finger protein 130; K15701 E3 ubiquitin-protein ligase RNF130 [EC:6.3.2.19]
hsa:348180	CTU2, C16orf84, NCS2, UPF0432; cytosolic thiouridylase subunit 2 homolog (S. pombe); K14169 cytoplasmic tRNA 2-thiolation protein 2
hsa:5507	PPP1R3C, PPP1R5; protein phosphatase 1, regulatory subunit 3C; K07189 protein phosphatase 1 regulatory subunit 3A/B/C/D/E
hsa:11019	LIAS, LAS, LIP1, LS, PDHLD; lipoic acid synthetase (EC:2.8.1.8); K03644 lipoic acid synthetase [EC:2.8.1.8]
hsa:1305	COL13A1, COLXIIIA1; collagen, type XIII, alpha 1; K16617 collagen, type XIII, alpha
hsa:10591	DNPH1, C6orf108, RCL, dJ330M21.3; 2'-deoxynucleoside 5'-phosphate N-hydrolase 1
hsa:6242	RTKN; rhotekin
